"CRDTPRCODIGO";"DTPRCODIGO";"PRCCODIGO";"DTQMCODIGO";"USUCODIGOACT";"USUCODIGOMOD";"DTPRTAREAS";"DTPRACTINDIV";"DTPRACTGRUPAL";"DTPRLECCIONES";"DTPRPRUEBA";"DTPRADICIONAL1";"DTPRADICIONAL2";"DTPRPROMEDIO1";"DTPRREFUERZO";"DTPRPROMEDIO";"MATCODIGO";"MATDESCRIPCION";"MATORDEN";"MATTIPO";"DTPRESTADO";"PRCNOTA1";"PRCNOTA2";"PRCNOTA3";"PRCNOTA4";"PRCNOTA5";"PRCNOTA6";"PRCNOTA7";"PRCNOTA8";"PRCNOTA9";"PRCDESCA1";"PRCDESCA2";"PRCDESC1";"PRCDESC2";"PRCDESC3";"PRCDESC4";"PRCDESC5";"PRCDESC6";"PRCDESC7";"PRCDESC8";"PRCFECHA1";"PRCFECHA2";"PRCFECHA3";"PRCFECHA4";"PRCFECHA5";"PRCFECHA6";"PRCFECHA7";"PRCFECHA8"
"106";"106953";"7";"48350";"111";"121";"8";"10";"0";"8";"1.8";"0";"0";"6.95";"0";"6.95";"53";"INGLES";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"107";"107343";"7";"48740";"111";"121";"9";"8";"0";"7";"1.1";"0";"0";"6.28";"0";"6.28";"63";"INGLES";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"108";"107369";"7";"48766";"111";"121";"9";"9";"0";"7";"2.5";"0";"0";"6.88";"0";"6.88";"63";"INGLES";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"109";"107902";"7";"49299";"111";"121";"8";"8";"0";"10";"0.2";"0";"0";"6.55";"0";"6.55";"63";"INGLES";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"110";"107746";"7";"49143";"111";"121";"8";"8";"0";"9";"2.2";"0";"0";"6.8";"0";"6.8";"63";"INGLES";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"111";"108045";"7";"49442";"111";"121";"7";"7";"0";"7";"3.2";"0";"0";"6.05";"0";"6.05";"63";"INGLES";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"112";"96814";"7";"35806";"111";"121";"6";"8";"0";"7";"5.5";"0";"0";"6.63";"0";"6.63";"69";"INGLES";"5";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"113";"96827";"7";"35819";"111";"121";"6";"8";"0";"7";"4.65";"0";"0";"6.41";"0";"6.41";"69";"INGLES";"5";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"114";"96879";"7";"35871";"111";"121";"6";"7";"0";"8";"1.3";"0";"0";"5.58";"0";"5.58";"69";"INGLES";"5";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"115";"97087";"7";"36079";"111";"121";"7";"8";"0";"8";"4.7";"0";"0";"6.93";"0";"6.93";"69";"INGLES";"5";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"116";"97711";"7";"36703";"111";"121";"7";"7";"0";"7";"1.7";"0";"0";"5.68";"0";"5.68";"69";"INGLES";"5";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"117";"97841";"7";"36833";"111";"121";"7";"8";"0";"8";"4.9";"0";"0";"6.98";"0";"6.98";"69";"INGLES";"5";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"118";"97919";"7";"36911";"111";"121";"7";"7";"0";"8";"3.6";"0";"0";"6.4";"0";"6.4";"69";"INGLES";"5";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"119";"97932";"7";"36924";"111";"121";"8";"8";"0";"9";"2.5";"0";"0";"6.88";"0";"6.88";"69";"INGLES";"5";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"120";"97958";"7";"36950";"111";"121";"8";"7";"0";"7";"2.5";"0";"0";"6.13";"0";"6.13";"69";"INGLES";"5";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"121";"97984";"7";"36976";"111";"121";"7";"7";"0";"8";"4.6";"0";"0";"6.65";"0";"6.65";"69";"INGLES";"5";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"122";"97997";"7";"36989";"111";"121";"7";"8";"0";"7";"1.75";"0";"0";"5.94";"0";"5.94";"69";"INGLES";"5";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"123";"98400";"7";"37392";"111";"121";"2";"8";"0";"8";"6.18";"0";"0";"6.05";"0";"6.05";"69";"INGLES";"5";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"124";"98439";"7";"37431";"111";"121";"8";"7";"0";"7";"2.25";"0";"0";"6.06";"0";"6.06";"69";"INGLES";"5";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"125";"120249";"8";"59241";"1";"37";"1";"8";"8";"0";"9.5";"0";"0";"6.63";"0";"6.63";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"126";"120399";"8";"59391";"1";"37";"1";"10";"10";"0";"6.65";"0";"0";"6.91";"0";"6.91";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"127";"120174";"8";"59166";"1";"37";"6";"10";"10";"0";"6.35";"0";"0";"8.09";"0";"8.09";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"128";"120429";"8";"59421";"1";"37";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"129";"93190";"7";"32182";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"130";"93208";"7";"32200";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"131";"93226";"7";"32218";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"132";"93244";"7";"32236";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"133";"93262";"7";"32254";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"134";"93280";"7";"32272";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"135";"93298";"7";"32290";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"136";"93316";"7";"32308";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"137";"93334";"7";"32326";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"138";"93352";"7";"32344";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"139";"93370";"7";"32362";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"140";"93388";"7";"32380";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"141";"93406";"7";"32398";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"142";"93424";"7";"32416";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"143";"93442";"7";"32434";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"144";"93460";"7";"32452";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"145";"93478";"7";"32470";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"146";"93496";"7";"32488";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"147";"93514";"7";"32506";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"148";"93532";"7";"32524";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"149";"93550";"7";"32542";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"150";"93568";"7";"32560";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"151";"93586";"7";"32578";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"152";"93604";"7";"32596";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"153";"93622";"7";"32614";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"154";"93640";"7";"32632";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"155";"93658";"7";"32650";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"156";"93676";"7";"32668";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"157";"93694";"7";"32686";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"158";"93712";"7";"32704";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"159";"93730";"7";"32722";"111";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"COMPORTAMIENTO";"16";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"160";"107460";"7";"48857";"111";"121";"7";"7";"0";"7";"3.6";"0";"0";"6.15";"0";"6.15";"63";"INGLES";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"161";"116815";"8";"55807";"1";"37";"0";"0";"0";"0";"6.5";"0";"0";"0";"0";"0";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"162";"117103";"8";"56095";"1";"37";"0";"5";"10";"0";"8";"0";"0";"7.5";"0";"7.5";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"163";"117121";"8";"56113";"1";"37";"0";"10";"10";"0";"9.6";"0";"0";"10";"0";"10";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"164";"117823";"8";"56815";"1";"37";"5";"9.5";"0";"0";"4.9";"0";"0";"6.47";"0";"6.47";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"165";"105916";"7";"47313";"111";"62";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"46";"RELIGION";"10";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"166";"106228";"7";"47625";"111";"62";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"46";"RELIGION";"10";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"167";"62223";"5";"1215";"1";"37";"1";"0";"0";"1";"1";"0";"0";"1";"0";"1";"128";"INF.APLIC.EDUC.";"11";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"168";"62223";"5";"1215";"1";"37";"7";"0";"0";"5";"1";"0";"0";"4.33";"0";"4.33";"128";"INF.APLIC.EDUC.";"11";"1";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"169";"92665";"7";"31657";"1";"37";"0";"10";"10";"0";"0";"0";"0";"10";"0";"10";"128";"INF.APLIC.EDUC.";"11";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"170";"92683";"7";"31675";"1";"37";"0";"10";"10";"0";"0";"0";"0";"10";"0";"10";"128";"INF.APLIC.EDUC.";"11";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"171";"92719";"7";"31711";"1";"37";"0";"10";"10";"0";"0";"0";"0";"10";"0";"10";"128";"INF.APLIC.EDUC.";"11";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"172";"92737";"7";"31729";"1";"37";"0";"10";"10";"0";"0";"0";"0";"10";"0";"10";"128";"INF.APLIC.EDUC.";"11";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"173";"92755";"7";"31747";"1";"37";"0";"10";"10";"0";"0";"0";"0";"10";"0";"10";"128";"INF.APLIC.EDUC.";"11";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"174";"92773";"7";"31765";"1";"37";"0";"10";"10";"0";"0";"0";"0";"10";"0";"10";"128";"INF.APLIC.EDUC.";"11";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"175";"92791";"7";"31783";"1";"37";"0";"10";"10";"0";"0";"0";"0";"10";"0";"10";"128";"INF.APLIC.EDUC.";"11";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"176";"92881";"7";"31873";"1";"37";"0";"9.5";"10";"0";"0";"0";"0";"9.75";"0";"9.75";"128";"INF.APLIC.EDUC.";"11";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"177";"92899";"7";"31891";"1";"37";"0";"10";"10";"0";"0";"0";"0";"10";"0";"10";"128";"INF.APLIC.EDUC.";"11";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"178";"92917";"7";"31909";"1";"37";"0";"10";"10";"0";"0";"0";"0";"10";"0";"10";"128";"INF.APLIC.EDUC.";"11";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"179";"92989";"7";"31981";"1";"37";"0";"10";"10";"0";"0";"0";"0";"10";"0";"10";"128";"INF.APLIC.EDUC.";"11";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"180";"93007";"7";"31999";"1";"37";"0";"10";"10";"0";"0";"0";"0";"10";"0";"10";"128";"INF.APLIC.EDUC.";"11";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"181";"93025";"7";"32017";"1";"37";"0";"10";"10";"0";"0";"0";"0";"10";"0";"10";"128";"INF.APLIC.EDUC.";"11";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"182";"93043";"7";"32035";"1";"37";"0";"10";"10";"0";"0";"0";"0";"10";"0";"10";"128";"INF.APLIC.EDUC.";"11";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"183";"93061";"7";"32053";"1";"37";"0";"10";"10";"0";"0";"0";"0";"10";"0";"10";"128";"INF.APLIC.EDUC.";"11";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"184";"93079";"7";"32071";"1";"37";"0";"10";"10";"0";"0";"0";"0";"10";"0";"10";"128";"INF.APLIC.EDUC.";"11";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"185";"93097";"7";"32089";"1";"37";"0";"10";"10";"0";"0";"0";"0";"10";"0";"10";"128";"INF.APLIC.EDUC.";"11";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"186";"93115";"7";"32107";"1";"37";"0";"10";"10";"0";"0";"0";"0";"10";"0";"10";"128";"INF.APLIC.EDUC.";"11";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"187";"93151";"7";"32143";"1";"37";"0";"10";"10";"0";"0";"0";"0";"10";"0";"10";"128";"INF.APLIC.EDUC.";"11";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"188";"120189";"8";"59181";"1";"37";"1";"9";"5";"0";"4.75";"0";"0";"4.94";"0";"4.94";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"189";"120234";"8";"59226";"1";"37";"1";"10";"9";"0";"0";"0";"0";"6.67";"0";"6.67";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"190";"120444";"8";"59436";"1";"37";"1";"10";"8";"0";"7";"0";"0";"6.5";"0";"6.5";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"191";"120234";"8";"59226";"1";"37";"5";"10";"9";"0";"0";"0";"0";"8";"0";"8";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"192";"120429";"8";"59421";"1";"37";"5";"5";"5";"0";"0";"0";"0";"5";"0";"5";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"193";"120609";"8";"59601";"1";"37";"1";"10";"5";"0";"7.5";"0";"0";"5.88";"0";"5.88";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"194";"120429";"8";"59421";"1";"37";"5";"5";"5";"0";"4.35";"0";"0";"4.84";"0";"4.84";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"195";"120534";"8";"59526";"1";"37";"1";"10";"8";"0";"3.75";"0";"0";"5.69";"0";"5.69";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"196";"120549";"8";"59541";"1";"37";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"197";"120579";"8";"59571";"1";"37";"1";"10";"5";"0";"0";"0";"0";"5.33";"0";"5.33";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"198";"120594";"8";"59586";"1";"37";"1";"9";"7";"0";"6.5";"0";"0";"5.88";"0";"5.88";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"199";"120429";"8";"59421";"1";"37";"5";"5";"5";"0";"4.35";"0";"0";"6.63";"0";"6.63";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"200";"120354";"8";"59346";"1";"37";"1";"10";"8";"0";"6";"0";"0";"6.25";"0";"6.25";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"201";"120564";"8";"59556";"1";"37";"1";"10";"8";"0";"7";"0";"0";"6.5";"0";"6.5";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"202";"120204";"8";"59196";"1";"37";"1";"10";"8";"0";"7";"0";"0";"6.5";"0";"6.5";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"203";"120189";"8";"59181";"1";"37";"5";"9";"5";"0";"4.75";"0";"0";"5.94";"0";"5.94";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"204";"120354";"8";"59346";"1";"37";"4";"10";"8";"0";"6";"0";"0";"7";"0";"7";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"205";"120369";"8";"59361";"1";"37";"8";"10";"10";"0";"8.35";"0";"0";"9.09";"0";"9.09";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"206";"120384";"8";"59376";"1";"37";"1";"10";"7";"0";"8.75";"0";"0";"6.69";"0";"6.69";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"207";"120459";"8";"59451";"1";"37";"1";"10";"9";"0";"5.95";"0";"0";"6.49";"0";"6.49";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"208";"120534";"8";"59526";"1";"37";"4";"10";"8";"0";"3.75";"0";"0";"6.44";"0";"6.44";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"209";"120594";"8";"59586";"1";"37";"4";"9";"7";"0";"6.5";"0";"0";"6.63";"0";"6.63";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"210";"120609";"8";"59601";"1";"37";"5";"10";"5";"0";"7.5";"0";"0";"6.88";"0";"6.88";"154";"EMPRENDIMIENTO Y GESTION";"7";"1";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"211";"117373";"8";"56365";"1";"37";"9";"6";"0";"0";"6.7";"0";"0";"7.23";"0";"7.23";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"212";"93740";"7";"32732";"111";"59";"9";"9";"9";"8";"8.5";"0";"0";"0";"0";"0";"140";"MATEMATICA";"6";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"213";"93757";"7";"32749";"111";"59";"10";"9.75";"9.5";"9.5";"9.25";"0";"0";"0";"0";"0";"140";"MATEMATICA";"6";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"214";"93774";"7";"32766";"111";"59";"9.5";"9.5";"9.75";"9.5";"9.25";"0";"0";"0";"0";"0";"140";"MATEMATICA";"6";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
