"CRDTPRCODIGO";"DTPRCODIGO";"PRCCODIGO";"DTQMCODIGO";"USUCODIGOACT";"USUCODIGOMOD";"DTPRTAREAS";"DTPRACTINDIV";"DTPRACTGRUPAL";"DTPRLECCIONES";"DTPRPRUEBA";"DTPRADICIONAL1";"DTPRADICIONAL2";"DTPRPROMEDIO1";"DTPRREFUERZO";"DTPRPROMEDIO";"MATCODIGO";"MATDESCRIPCION";"MATORDEN";"MATTIPO";"DTPRESTADO";"PRCNOTA1";"PRCNOTA2";"PRCNOTA3";"PRCNOTA4";"PRCNOTA5";"PRCNOTA6";"PRCNOTA7";"PRCNOTA8";"PRCNOTA9";"PRCDESCA1";"PRCDESCA2";"PRCDESC1";"PRCDESC2";"PRCDESC3";"PRCDESC4";"PRCDESC5";"PRCDESC6";"PRCDESC7";"PRCDESC8";"PRCFECHA1";"PRCFECHA2";"PRCFECHA3";"PRCFECHA4";"PRCFECHA5";"PRCFECHA6";"PRCFECHA7";"PRCFECHA8"
"3193";"339071";"11";"36608";"111";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3194";"339084";"11";"36621";"111";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3195";"339097";"11";"36634";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3196";"339110";"11";"36647";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3197";"339123";"11";"36660";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3198";"339136";"11";"36673";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3199";"339149";"11";"36686";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3200";"339162";"11";"36699";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3201";"339175";"11";"36712";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3202";"339188";"11";"36725";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3203";"339201";"11";"36738";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3204";"339214";"11";"36751";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3205";"339227";"11";"36764";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3206";"339240";"11";"36777";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3207";"339253";"11";"36790";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3208";"339266";"11";"36803";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3209";"339279";"11";"36816";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3210";"339292";"11";"36829";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3211";"339305";"11";"36842";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3212";"339318";"11";"36855";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3213";"339331";"11";"36868";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3214";"339344";"11";"36881";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3215";"339357";"11";"36894";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3216";"339370";"11";"36907";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3217";"339383";"11";"36920";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3218";"339396";"11";"36933";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3219";"339409";"11";"36946";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3220";"339422";"11";"36959";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3221";"339435";"11";"36972";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3222";"339448";"11";"36985";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3223";"339461";"11";"36998";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3224";"339474";"11";"37011";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3225";"339487";"11";"37024";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3226";"339500";"11";"37037";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3227";"339513";"11";"37050";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3228";"339526";"11";"37063";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3229";"339539";"11";"37076";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3230";"339552";"11";"37089";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3231";"339565";"11";"37102";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3232";"339578";"11";"37115";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3233";"339591";"11";"37128";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3234";"339604";"11";"37141";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3235";"339617";"11";"37154";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3236";"339630";"11";"37167";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3237";"339643";"11";"37180";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3238";"339656";"11";"37193";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3239";"339669";"11";"37206";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3240";"339682";"11";"37219";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3241";"339695";"11";"37232";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3242";"339708";"11";"37245";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3243";"339721";"11";"37258";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3244";"339734";"11";"37271";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3245";"339747";"11";"37284";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3246";"339760";"11";"37297";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3247";"339773";"11";"37310";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3248";"339786";"11";"37323";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3249";"339799";"11";"37336";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3250";"339812";"11";"37349";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3251";"339825";"11";"37362";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3252";"339838";"11";"37375";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3253";"339851";"11";"37388";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3254";"339864";"11";"37401";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3255";"339877";"11";"37414";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3256";"339890";"11";"37427";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3257";"339903";"11";"37440";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3258";"339916";"11";"37453";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3259";"339929";"11";"37466";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3260";"339942";"11";"37479";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3261";"339955";"11";"37492";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3262";"339968";"11";"37505";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3263";"339981";"11";"37518";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3264";"339994";"11";"37531";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3265";"340007";"11";"37544";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3266";"340020";"11";"37557";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3267";"340033";"11";"37570";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3268";"340046";"11";"37583";"111";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"ASISTENCIA";"12";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3269";"339566";"11";"37103";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3270";"339579";"11";"37116";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3271";"339592";"11";"37129";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3272";"339605";"11";"37142";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3273";"339618";"11";"37155";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3274";"339631";"11";"37168";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3275";"339644";"11";"37181";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3276";"339657";"11";"37194";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3277";"339670";"11";"37207";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3278";"339683";"11";"37220";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3279";"339696";"11";"37233";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3280";"339709";"11";"37246";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3281";"339722";"11";"37259";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3282";"339735";"11";"37272";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3283";"339748";"11";"37285";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3284";"339761";"11";"37298";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3285";"339774";"11";"37311";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3286";"339787";"11";"37324";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3287";"339800";"11";"37337";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3288";"339813";"11";"37350";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3289";"339826";"11";"37363";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3290";"339839";"11";"37376";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3291";"339852";"11";"37389";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3292";"339865";"11";"37402";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3293";"339878";"11";"37415";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3294";"339891";"11";"37428";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3295";"339904";"11";"37441";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3296";"339917";"11";"37454";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3297";"339930";"11";"37467";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3298";"339943";"11";"37480";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3299";"339956";"11";"37493";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3300";"339969";"11";"37506";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3301";"339982";"11";"37519";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3302";"339995";"11";"37532";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3303";"340008";"11";"37545";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3304";"340021";"11";"37558";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3305";"340034";"11";"37571";"111";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
