"CRDTQMCODIGO";"DTQMCODIGO";"USUCODIGO";"USUCODIGOACT";"QUICODIGO";"MTRNO";"MATCODIGO";"QUIPROMPARCIAL";"QUIEQUIVALENCIA80";"QUIEXAMEN";"QUIEQUIVALENCIA20";"QUIPROMQUIMESTRE";"MTRESTADO";"DTQMESTADO"
"1669";"48429";"111";"111";"2";"563";"54";"0";"0";"0";"0";"0";"1";"1"
"1670";"48442";"111";"111";"2";"564";"54";"0";"0";"0";"0";"0";"1";"1"
"1671";"48455";"111";"111";"2";"565";"54";"0";"0";"0";"0";"0";"1";"1"
"1672";"48468";"111";"111";"2";"566";"54";"0";"0";"0";"0";"0";"1";"1"
"1673";"48481";"111";"111";"2";"567";"54";"0";"0";"0";"0";"0";"1";"1"
"1674";"48494";"111";"111";"2";"568";"54";"0";"0";"0";"0";"0";"1";"1"
"1675";"48507";"111";"111";"2";"569";"54";"0";"0";"0";"0";"0";"1";"1"
"1676";"48520";"111";"111";"2";"570";"54";"0";"0";"0";"0";"0";"1";"1"
"1677";"48533";"111";"111";"2";"571";"54";"0";"0";"0";"0";"0";"1";"1"
"1678";"48546";"111";"111";"2";"572";"54";"0";"0";"0";"0";"0";"1";"1"
"1679";"48559";"111";"111";"2";"573";"54";"0";"0";"0";"0";"0";"1";"1"
"1680";"48572";"111";"111";"2";"574";"54";"0";"0";"0";"0";"0";"1";"1"
"1681";"48585";"111";"111";"2";"575";"54";"0";"0";"0";"0";"0";"1";"1"
"1682";"48598";"111";"111";"2";"576";"64";"0";"0";"0";"0";"0";"1";"1"
"1683";"48611";"111";"111";"2";"577";"64";"0";"0";"0";"0";"0";"1";"1"
"1684";"48624";"111";"111";"2";"578";"64";"0";"0";"0";"0";"0";"1";"1"
"1685";"48637";"111";"111";"2";"579";"64";"0";"0";"0";"0";"0";"1";"1"
"1686";"48650";"111";"111";"2";"580";"64";"0";"0";"0";"0";"0";"1";"1"
"1687";"48663";"111";"111";"2";"581";"64";"0";"0";"0";"0";"0";"1";"1"
"1688";"48676";"111";"111";"2";"582";"64";"0";"0";"0";"0";"0";"1";"1"
"1689";"48689";"111";"111";"2";"583";"64";"0";"0";"0";"0";"0";"1";"1"
"1690";"48702";"111";"111";"2";"584";"64";"0";"0";"0";"0";"0";"1";"1"
"1691";"48715";"111";"111";"2";"585";"64";"0";"0";"0";"0";"0";"1";"1"
"1692";"48728";"111";"111";"2";"586";"64";"0";"0";"0";"0";"0";"1";"1"
"1693";"48741";"111";"111";"2";"587";"64";"0";"0";"0";"0";"0";"1";"1"
"1694";"48754";"111";"111";"2";"588";"64";"0";"0";"0";"0";"0";"1";"1"
"1695";"48767";"111";"111";"2";"589";"64";"0";"0";"0";"0";"0";"1";"1"
"1696";"48780";"111";"111";"2";"590";"64";"0";"0";"0";"0";"0";"1";"1"
"1697";"48793";"111";"111";"2";"591";"64";"0";"0";"0";"0";"0";"1";"1"
"1698";"48806";"111";"111";"2";"592";"64";"0";"0";"0";"0";"0";"1";"1"
"1699";"48819";"111";"111";"2";"593";"64";"0";"0";"0";"0";"0";"1";"1"
"1700";"48832";"111";"111";"2";"594";"64";"0";"0";"0";"0";"0";"1";"1"
"1701";"48845";"111";"111";"2";"595";"64";"0";"0";"0";"0";"0";"1";"1"
"1702";"48858";"111";"111";"2";"596";"64";"0";"0";"0";"0";"0";"1";"1"
"1703";"48871";"111";"111";"2";"597";"64";"0";"0";"0";"0";"0";"1";"1"
"1704";"48884";"111";"111";"2";"598";"64";"0";"0";"0";"0";"0";"1";"1"
"1705";"48897";"111";"111";"2";"599";"64";"0";"0";"0";"0";"0";"1";"1"
"1706";"48910";"111";"111";"2";"600";"64";"0";"0";"0";"0";"0";"1";"1"
"1707";"48923";"111";"111";"2";"601";"64";"0";"0";"0";"0";"0";"1";"1"
"1708";"48936";"111";"111";"2";"602";"64";"0";"0";"0";"0";"0";"1";"1"
"1709";"48949";"111";"111";"2";"603";"64";"0";"0";"0";"0";"0";"1";"1"
"1710";"48962";"111";"111";"2";"604";"64";"0";"0";"0";"0";"0";"1";"1"
"1711";"48975";"111";"111";"2";"605";"64";"0";"0";"0";"0";"0";"1";"1"
"1712";"48988";"111";"111";"2";"606";"64";"0";"0";"0";"0";"0";"1";"1"
"1713";"49001";"111";"111";"2";"607";"64";"0";"0";"0";"0";"0";"1";"1"
"1714";"49014";"111";"111";"2";"608";"64";"0";"0";"0";"0";"0";"1";"1"
"1715";"49027";"111";"111";"2";"609";"64";"0";"0";"0";"0";"0";"1";"1"
"1716";"49040";"111";"111";"2";"610";"64";"0";"0";"0";"0";"0";"1";"1"
"1717";"49053";"111";"111";"2";"611";"64";"0";"0";"0";"0";"0";"1";"1"
"1718";"49066";"111";"111";"2";"612";"64";"0";"0";"0";"0";"0";"1";"1"
"1719";"49079";"111";"111";"2";"613";"64";"0";"0";"0";"0";"0";"1";"1"
"1720";"49092";"111";"111";"2";"614";"64";"0";"0";"0";"0";"0";"1";"1"
"1721";"49105";"111";"111";"2";"615";"64";"0";"0";"0";"0";"0";"1";"1"
"1722";"49118";"111";"111";"2";"616";"64";"0";"0";"0";"0";"0";"1";"1"
"1723";"49131";"111";"111";"2";"617";"64";"0";"0";"0";"0";"0";"1";"1"
"1724";"49144";"111";"111";"2";"618";"64";"0";"0";"0";"0";"0";"1";"1"
"1725";"49157";"111";"111";"2";"619";"64";"0";"0";"0";"0";"0";"1";"1"
"1726";"49170";"111";"111";"2";"620";"64";"0";"0";"0";"0";"0";"1";"1"
"1727";"49183";"111";"111";"2";"621";"64";"0";"0";"0";"0";"0";"1";"1"
"1728";"49196";"111";"111";"2";"622";"64";"0";"0";"0";"0";"0";"1";"1"
"1729";"49209";"111";"111";"2";"623";"64";"0";"0";"0";"0";"0";"1";"1"
"1730";"49222";"111";"111";"2";"624";"64";"0";"0";"0";"0";"0";"1";"1"
"1731";"49235";"111";"111";"2";"625";"64";"0";"0";"0";"0";"0";"1";"1"
"1732";"49248";"111";"111";"2";"626";"64";"0";"0";"0";"0";"0";"1";"1"
"1733";"49261";"111";"111";"2";"627";"64";"0";"0";"0";"0";"0";"1";"1"
"1734";"49274";"111";"111";"2";"628";"64";"0";"0";"0";"0";"0";"1";"1"
"1735";"49287";"111";"111";"2";"629";"64";"0";"0";"0";"0";"0";"1";"1"
"1736";"49300";"111";"111";"2";"630";"64";"0";"0";"0";"0";"0";"1";"1"
"1737";"49313";"111";"111";"2";"631";"64";"0";"0";"0";"0";"0";"1";"1"
"1738";"49326";"111";"111";"2";"632";"64";"0";"0";"0";"0";"0";"1";"1"
"1739";"49339";"111";"111";"2";"633";"64";"0";"0";"0";"0";"0";"1";"1"
"1740";"49352";"111";"111";"2";"634";"64";"0";"0";"0";"0";"0";"1";"1"
"1741";"49365";"111";"111";"2";"635";"64";"0";"0";"0";"0";"0";"1";"1"
"1742";"49378";"111";"111";"2";"636";"64";"0";"0";"0";"0";"0";"1";"1"
"1743";"49391";"111";"111";"2";"637";"64";"0";"0";"0";"0";"0";"1";"1"
"1744";"49404";"111";"111";"2";"638";"64";"0";"0";"0";"0";"0";"1";"1"
"1745";"49417";"111";"111";"2";"639";"64";"0";"0";"0";"0";"0";"1";"1"
"1746";"49430";"111";"111";"2";"640";"64";"0";"0";"0";"0";"0";"1";"1"
"1747";"49443";"111";"111";"2";"641";"64";"0";"0";"0";"0";"0";"1";"1"
"1748";"49456";"111";"111";"2";"642";"64";"0";"0";"0";"0";"0";"1";"1"
"1749";"49469";"111";"111";"2";"643";"64";"0";"0";"0";"0";"0";"1";"1"
"1750";"49482";"111";"111";"2";"644";"64";"0";"0";"0";"0";"0";"1";"1"
"1751";"49495";"111";"111";"2";"645";"64";"0";"0";"0";"0";"0";"1";"1"
"1752";"49508";"111";"111";"2";"646";"64";"0";"0";"0";"0";"0";"1";"1"
"1753";"49521";"111";"111";"2";"647";"64";"0";"0";"0";"0";"0";"1";"1"
"1754";"49534";"111";"111";"2";"648";"64";"0";"0";"0";"0";"0";"1";"1"
"1755";"49547";"111";"111";"2";"649";"64";"0";"0";"0";"0";"0";"1";"1"
"1756";"43712";"111";"111";"2";"385";"36";"9.75";"7.8";"9";"1.8";"9.6";"1";"1"
"1757";"43803";"111";"111";"2";"392";"36";"8.65";"6.92";"0";"0";"6.92";"1";"1"
"1758";"46702";"111";"111";"2";"430";"46";"7.33";"5.86";"0";"0";"5.86";"1";"1"
"1759";"47131";"111";"111";"2";"463";"46";"8.4";"6.72";"0";"0";"6.72";"1";"1"
"1760";"47300";"111";"111";"2";"476";"46";"8.1";"6.48";"0";"0";"6.48";"1";"1"
"1761";"41415";"111";"111";"2";"210";"7";"8.93";"7.14";"0";"0";"7.14";"1";"1"
"1762";"41416";"111";"111";"2";"210";"8";"7.96";"6.37";"0";"0";"6.37";"1";"1"
"1763";"41417";"111";"111";"2";"210";"9";"9.05";"7.24";"0";"0";"7.24";"1";"1"
"1764";"41418";"111";"111";"2";"210";"10";"8.67";"6.94";"0";"0";"6.94";"1";"1"
"1765";"41419";"111";"111";"2";"210";"11";"9.19";"7.35";"0";"0";"7.35";"1";"1"
"1766";"41420";"111";"111";"2";"210";"12";"10";"8";"0";"0";"8";"1";"1"
"1767";"41227";"111";"111";"2";"195";"14";"7";"7";"0";"0";"7";"1";"1"
"1768";"41240";"111";"111";"2";"196";"14";"0";"0";"0";"0";"0";"3";"1"
"1769";"41253";"111";"111";"2";"197";"14";"7";"7";"0";"0";"7";"1";"1"
"1770";"41266";"111";"111";"2";"198";"14";"7";"7";"0";"0";"7";"1";"1"
"1771";"41279";"111";"111";"2";"199";"14";"9";"9";"0";"0";"9";"1";"1"
"1772";"41292";"111";"111";"2";"200";"14";"7";"7";"0";"0";"7";"1";"1"
"1773";"41305";"111";"111";"2";"201";"14";"7";"7";"0";"0";"7";"1";"1"
"1774";"41318";"111";"111";"2";"202";"14";"7";"7";"0";"0";"9";"1";"1"
"1775";"41331";"111";"111";"2";"203";"14";"9";"9";"0";"0";"9";"1";"1"
"1776";"41344";"111";"111";"2";"204";"14";"9";"9";"0";"0";"9";"1";"1"
"1777";"41357";"111";"111";"2";"205";"14";"9";"9";"0";"0";"9";"1";"1"
"1778";"41370";"111";"111";"2";"206";"14";"9";"9";"0";"0";"0";"1";"1"
"1779";"41383";"111";"111";"2";"207";"14";"7";"7";"0";"0";"7";"1";"1"
"1780";"41396";"111";"111";"2";"208";"14";"7";"7";"0";"0";"7";"1";"1"
"1781";"41409";"111";"111";"2";"209";"14";"9";"9";"0";"0";"9";"1";"1"
"1782";"41422";"111";"111";"2";"210";"14";"7";"7";"0";"0";"7";"1";"1"
"1783";"41435";"111";"111";"2";"211";"14";"9";"9";"0";"0";"9";"1";"1"
"1784";"41448";"111";"111";"2";"212";"14";"7";"7";"0";"0";"7";"1";"1"
"1785";"41461";"111";"111";"2";"213";"14";"7";"7";"0";"0";"7";"1";"1"
"1786";"41474";"111";"111";"2";"214";"14";"7";"7";"0";"0";"7";"1";"1"
"1787";"41487";"111";"111";"2";"215";"14";"9";"9";"0";"0";"9";"1";"1"
"1788";"41500";"111";"111";"2";"216";"14";"7";"7";"0";"0";"7";"1";"1"
"1789";"41513";"111";"111";"2";"217";"14";"9";"9";"0";"0";"9";"1";"1"
"1790";"41526";"111";"111";"2";"218";"14";"9";"9";"0";"0";"9";"1";"1"
"1791";"41539";"111";"111";"2";"219";"14";"7";"7";"0";"0";"7";"1";"1"
"1792";"41552";"111";"111";"2";"220";"14";"9";"9";"0";"0";"9";"1";"1"
"1793";"41565";"111";"111";"2";"221";"14";"9";"9";"0";"0";"9";"1";"1"
"1794";"41578";"111";"111";"2";"222";"14";"9";"9";"0";"0";"9";"1";"1"
"1795";"41591";"111";"111";"2";"223";"14";"9";"9";"0";"0";"9";"1";"1"
"1796";"41604";"111";"111";"2";"224";"14";"9";"9";"0";"0";"9";"1";"1"
"1797";"41617";"111";"111";"2";"225";"14";"9";"9";"0";"0";"7";"1";"1"
"1798";"43951";"111";"111";"2";"404";"28";"8.24";"6.59";"0.01";"0";"6.59";"1";"1"
"1799";"46701";"111";"111";"2";"430";"45";"9.87";"7.9";"0.1";"0.02";"7.92";"1";"1"
"1800";"47643";"111";"111";"2";"503";"48";"8.92";"7.14";"0";"0";"7.14";"1";"1"
"1801";"47825";"111";"111";"2";"517";"48";"7.28";"5.82";"7";"1.4";"7.22";"1";"1"
"1802";"43346";"111";"111";"2";"357";"34";"5";"5";"5";"5";"0";"1";"1"
"1803";"43359";"111";"111";"2";"358";"34";"5";"5";"5";"5";"0";"1";"1"
"1804";"43372";"111";"111";"2";"359";"34";"5";"5";"5";"5";"0";"1";"1"
"1805";"43385";"111";"111";"2";"360";"34";"7";"7";"7";"7";"0";"1";"1"
"1806";"43398";"111";"111";"2";"361";"34";"5";"5";"5";"5";"0";"1";"1"
"1807";"43411";"111";"111";"2";"362";"34";"5";"5";"5";"5";"0";"1";"1"
"1808";"43424";"111";"111";"2";"363";"34";"7";"7";"7";"7";"0";"1";"1"
"1809";"43437";"111";"111";"2";"364";"34";"9";"9";"9";"9";"0";"1";"1"
"1810";"43450";"111";"111";"2";"365";"34";"7";"7";"7";"7";"0";"1";"1"
"1811";"43463";"111";"111";"2";"366";"34";"5";"5";"5";"5";"0";"1";"1"
"1812";"43476";"111";"111";"2";"367";"34";"7";"7";"7";"7";"0";"1";"1"
"1813";"43489";"111";"111";"2";"368";"34";"0";"0";"0";"0";"0";"3";"1"
"1814";"43502";"111";"111";"2";"369";"34";"7";"7";"7";"7";"0";"1";"1"
"1815";"43515";"111";"111";"2";"370";"34";"5";"5";"5";"5";"0";"1";"1"
"1816";"43528";"111";"111";"2";"371";"34";"7";"7";"7";"7";"0";"1";"1"
"1817";"43541";"111";"111";"2";"372";"34";"7";"7";"7";"7";"0";"1";"1"
"1818";"43554";"111";"111";"2";"373";"34";"7";"7";"7";"7";"0";"1";"1"
"1819";"43567";"111";"111";"2";"374";"34";"7";"7";"7";"7";"0";"1";"1"
"1820";"43580";"111";"111";"2";"375";"34";"5";"5";"5";"5";"0";"1";"1"
"1821";"43593";"111";"111";"2";"376";"34";"5";"5";"5";"5";"0";"1";"1"
"1822";"43606";"111";"111";"2";"377";"34";"7";"7";"7";"7";"0";"1";"1"
"1823";"43619";"111";"111";"2";"378";"34";"9";"9";"9";"9";"0";"1";"1"
"1824";"43632";"111";"111";"2";"379";"34";"5";"5";"5";"5";"0";"1";"1"
"1825";"43645";"111";"111";"2";"380";"34";"7";"7";"7";"7";"0";"1";"1"
"1826";"43658";"111";"111";"2";"381";"34";"5";"5";"5";"5";"0";"1";"1"
"1827";"43671";"111";"111";"2";"382";"34";"7";"7";"7";"7";"0";"1";"1"
"1828";"43684";"111";"111";"2";"383";"34";"7";"7";"7";"7";"0";"1";"1"
"1829";"43697";"111";"111";"2";"384";"34";"7";"7";"7";"7";"0";"1";"1"
"1830";"43710";"111";"111";"2";"385";"34";"7";"7";"7";"7";"0";"1";"1"
"1831";"43723";"111";"111";"2";"386";"34";"7";"7";"7";"7";"0";"1";"1"
"1832";"43736";"111";"111";"2";"387";"34";"5";"5";"5";"5";"0";"1";"1"
"1833";"43749";"111";"111";"2";"388";"34";"7";"7";"7";"7";"0";"1";"1"
"1834";"43762";"111";"111";"2";"389";"34";"7";"7";"7";"7";"0";"1";"1"
"1835";"43775";"111";"111";"2";"390";"34";"7";"7";"7";"7";"0";"1";"1"
"1836";"43788";"111";"111";"2";"391";"34";"7";"7";"7";"7";"0";"1";"1"
"1837";"46661";"111";"111";"2";"427";"44";"0";"0";"0";"0";"5";"1";"1"
"1838";"46674";"111";"111";"2";"428";"44";"0";"0";"0";"0";"5";"1";"1"
"1839";"46687";"111";"111";"2";"429";"44";"0";"0";"0";"0";"5";"1";"1"
"1840";"46700";"111";"111";"2";"430";"44";"0";"0";"0";"0";"5";"1";"1"
