"CRDTQMCODIGO";"DTQMCODIGO";"USUCODIGO";"USUCODIGOACT";"QUICODIGO";"MTRNO";"MATCODIGO";"QUIPROMPARCIAL";"QUIEQUIVALENCIA80";"QUIEXAMEN";"QUIEQUIVALENCIA20";"QUIPROMQUIMESTRE";"MTRESTADO";"DTQMESTADO"
"3408";"108877";"112";"112";"5";"2531";"8";"7.8";"6.24";"0.01";"0";"6.24";"1";"1"
"3409";"108878";"112";"112";"5";"2531";"9";"8";"6.4";"0.01";"0";"6.4";"1";"1"
"3410";"108879";"112";"112";"5";"2531";"10";"8.17";"6.54";"0.01";"0";"6.54";"1";"1"
"3411";"108880";"112";"112";"5";"2531";"11";"8.64";"6.91";"0.01";"0";"6.91";"1";"1"
"3412";"108882";"112";"112";"5";"2531";"13";"7.7";"6.16";"0.01";"0";"6.16";"1";"1"
"3413";"108884";"112";"112";"5";"2531";"15";"8.73";"6.98";"0";"0";"6.98";"1";"1"
"3414";"108881";"112";"112";"5";"2531";"12";"8.95";"7.16";"0.01";"0";"7.16";"1";"1"
"3415";"114206";"112";"112";"5";"3521";"2";"6.63";"5.3";"0";"0";"5.3";"1";"1"
"3416";"114245";"112";"112";"5";"3530";"2";"7.9";"6.32";"0";"0";"6.32";"1";"1"
"3417";"110260";"112";"112";"5";"2713";"23";"8.2";"6.56";"0.01";"0";"6.56";"1";"1"
"3418";"110299";"112";"112";"5";"2716";"23";"7.58";"6.06";"0.01";"0";"6.06";"1";"1"
"3419";"108453";"107";"107";"4";"4536";"205";"8.12";"6.5";"0";"0";"6.5";"1";"1"
"3420";"108451";"107";"107";"4";"4536";"203";"6.2";"4.96";"0";"0";"4.96";"1";"1"
"3421";"108457";"1";"1";"4";"4536";"209";"8.39";"6.71";"0";"0";"6.71";"1";"1"
"3422";"108458";"1";"1";"4";"4536";"210";"9.96";"7.97";"0";"0";"7.97";"1";"1"
"3423";"108460";"1";"1";"4";"4536";"212";"8.74";"6.99";"0";"0";"6.99";"1";"1"
"3424";"108330";"107";"107";"4";"4481";"214";"0";"0";"0";"0";"0";"1";"1"
"3425";"108352";"107";"107";"4";"4486";"214";"0";"0";"0";"0";"0";"1";"1"
"3426";"108374";"107";"107";"4";"4491";"214";"0";"0";"0";"0";"0";"1";"1"
"3427";"108396";"107";"107";"4";"4493";"214";"0";"0";"0";"0";"0";"1";"1"
"3428";"108418";"107";"107";"4";"4504";"214";"0";"0";"0";"0";"0";"1";"1"
"3429";"108440";"107";"107";"4";"4511";"214";"0";"0";"0";"0";"0";"1";"1"
"3430";"108462";"107";"107";"4";"4536";"214";"0";"0";"0";"0";"0";"1";"1"
"3431";"108484";"107";"107";"4";"4541";"214";"0";"0";"0";"0";"0";"1";"1"
"3432";"108506";"107";"107";"4";"4543";"214";"0";"0";"0";"0";"0";"1";"1"
"3433";"108528";"107";"107";"4";"4548";"214";"0";"0";"0";"0";"0";"1";"1"
"3434";"108550";"107";"107";"4";"4555";"214";"0";"0";"0";"0";"0";"1";"1"
"3435";"108572";"107";"107";"4";"4558";"214";"0";"0";"0";"0";"0";"1";"1"
"3436";"108594";"107";"107";"4";"4574";"214";"0";"0";"0";"0";"0";"1";"1"
"3437";"108616";"107";"107";"4";"4590";"214";"0";"0";"0";"0";"0";"1";"1"
"3438";"108638";"107";"107";"4";"4597";"214";"0";"0";"0";"0";"0";"1";"1"
"3439";"108660";"107";"107";"4";"4609";"214";"0";"0";"0";"0";"0";"1";"1"
"3440";"108682";"107";"107";"4";"4614";"214";"0";"0";"0";"0";"0";"1";"1"
"3441";"108704";"107";"107";"4";"4618";"214";"0";"0";"0";"0";"0";"1";"1"
"3442";"108726";"107";"107";"4";"4626";"214";"0";"0";"0";"0";"0";"1";"1"
"3443";"108748";"107";"107";"4";"4640";"214";"0";"0";"0";"0";"0";"1";"1"
"3444";"120601";"112";"112";"5";"4564";"154";"3.08";"2.46";"0";"0";"2.46";"1";"1"
"3445";"120606";"112";"112";"5";"4564";"159";"5.32";"4.26";"0.01";"0";"4.26";"1";"1"
"3446";"120605";"112";"112";"5";"4564";"158";"3.11";"2.49";"0";"0";"2.49";"1";"1"
"3447";"120603";"112";"112";"5";"4564";"156";"6.21";"4.97";"0";"0";"4.97";"1";"1"
"3448";"104746";"107";"107";"4";"4213";"130";"7.29";"5.83";"0.01";"0";"5.83";"1";"1"
"3449";"119599";"112";"112";"5";"4438";"147";"5.51";"4.41";"0.01";"0";"4.41";"1";"1"
"3450";"119598";"112";"112";"5";"4438";"146";"5.51";"4.41";"0.01";"0";"4.41";"1";"1"
"3451";"110080";"112";"112";"5";"2699";"25";"9.2";"7.36";"0";"0";"7.36";"1";"1"
"3452";"110093";"112";"112";"5";"2700";"25";"7.87";"6.3";"0";"0";"6.3";"1";"1"
"3453";"110262";"112";"112";"5";"2713";"25";"9.2";"7.36";"0";"0";"7.36";"1";"1"
"3454";"110301";"112";"112";"5";"2716";"25";"8.8";"7.04";"0";"0";"7.04";"1";"1"
"3455";"110925";"112";"112";"5";"2829";"35";"7.4";"5.92";"0";"0";"5.92";"1";"1"
"3456";"111276";"112";"112";"5";"2857";"35";"8.9";"7.12";"0";"0";"7.12";"1";"1"
"3457";"110522";"112";"112";"5";"2798";"35";"7.87";"6.3";"0";"0";"6.3";"1";"1"
"3458";"110535";"112";"112";"5";"2799";"35";"8.13";"6.5";"0";"0";"6.5";"1";"1"
"3459";"110561";"112";"112";"5";"2801";"35";"8.3";"6.64";"0";"0";"6.64";"1";"1"
"3460";"112641";"112";"112";"5";"3135";"55";"8.23";"6.58";"0";"0";"6.58";"1";"1"
"3461";"111991";"112";"112";"5";"3084";"55";"8.5";"6.8";"0";"0";"6.8";"1";"1"
"3462";"113200";"112";"112";"5";"3247";"65";"7.57";"6.06";"0";"0";"6.06";"1";"1"
"3463";"113486";"112";"112";"5";"3269";"65";"7.9";"6.32";"0";"0";"6.32";"1";"1"
"3464";"113551";"112";"112";"5";"3274";"65";"8.1";"6.48";"0";"0";"6.48";"1";"1"
"3465";"112823";"112";"112";"5";"3218";"65";"9";"7.2";"0";"0";"7.2";"1";"1"
"3466";"112914";"112";"112";"5";"3225";"65";"8.17";"6.54";"0";"0";"6.54";"1";"1"
"3467";"112966";"112";"112";"5";"3229";"65";"8.57";"6.86";"0";"0";"6.86";"1";"1"
"3468";"112992";"112";"112";"5";"3231";"65";"7.93";"6.34";"0";"0";"6.34";"1";"1"
"3469";"113135";"112";"112";"5";"3242";"65";"9";"7.2";"0";"0";"7.2";"1";"1"
"3470";"104743";"107";"107";"4";"4213";"127";"6.49";"5.19";"0.01";"0";"5.19";"1";"1"
"3471";"98547";"107";"107";"4";"3483";"3";"7.19";"5.75";"0.01";"0";"5.75";"1";"1"
"3472";"104736";"107";"107";"4";"4213";"120";"6.51";"5.21";"0";"0";"5.21";"1";"1"
"3473";"117352";"112";"112";"5";"4103";"121";"6.34";"5.07";"0.01";"0";"5.07";"1";"1"
"3474";"117010";"112";"112";"5";"4068";"121";"6.42";"5.14";"0.01";"0";"5.14";"1";"1"
"3475";"117599";"112";"112";"5";"4146";"121";"7.77";"6.22";"0.01";"0";"6.22";"1";"1"
"3476";"100822";"107";"107";"4";"3747";"94";"9.4";"7.52";"0";"0";"7.52";"1";"1"
"3477";"101537";"107";"107";"4";"3838";"107";"6.62";"5.3";"0";"0";"5.3";"1";"1"
"3478";"100159";"107";"107";"4";"3675";"94";"4.22";"3.38";"0";"0";"3.38";"1";"1"
"3479";"105757";"107";"107";"4";"4323";"231";"4.89";"3.91";"0";"0";"3.91";"1";"1"
"3480";"107258";"107";"107";"4";"4460";"231";"7.33";"5.86";"0";"0";"5.86";"1";"1"
"3481";"112906";"112";"112";"5";"3225";"57";"8.13";"6.5";"0.01";"0";"6.5";"1";"1"
"3482";"112958";"112";"112";"5";"3229";"57";"8.16";"6.53";"0.01";"0";"6.53";"1";"1"
"3483";"112984";"112";"112";"5";"3231";"57";"6.94";"5.55";"0.01";"0";"5.55";"1";"1"
"3484";"113049";"112";"112";"5";"3236";"57";"7.29";"5.83";"0.01";"0";"5.83";"1";"1"
"3485";"113127";"112";"112";"5";"3242";"57";"8.02";"6.42";"0.01";"0";"6.42";"1";"1"
"3486";"113790";"112";"112";"5";"3461";"2";"7.56";"6.05";"0";"0";"6.05";"1";"1"
"3487";"114206";"112";"112";"5";"3521";"2";"6.63";"5.3";"0";"0";"5.3";"1";"6"
"3488";"114752";"112";"112";"5";"3653";"75";"7.9";"6.32";"0.01";"0";"6.32";"1";"1"
"3489";"104737";"107";"107";"4";"4213";"121";"7.08";"5.66";"0";"0";"5.66";"1";"1"
"3490";"105745";"107";"107";"4";"4323";"140";"4.59";"3.67";"0";"0";"3.67";"1";"1"
"3491";"107246";"107";"107";"4";"4460";"140";"5.83";"4.66";"0";"0";"4.66";"1";"1"
"3492";"117368";"112";"112";"5";"4103";"230";"6.69";"5.35";"0.01";"0";"5.35";"1";"1"
"3493";"117691";"112";"112";"5";"4153";"230";"5.84";"4.67";"0.01";"0";"4.67";"1";"1"
"3494";"117367";"112";"112";"5";"4103";"229";"6.37";"5.1";"0.01";"0";"5.1";"1";"1"
"3495";"117690";"112";"112";"5";"4153";"229";"5.92";"4.74";"0.01";"0";"4.74";"1";"1"
"3496";"117353";"112";"112";"5";"4103";"122";"6.95";"5.56";"0.1";"0.02";"5.58";"1";"1"
"3497";"117676";"112";"112";"5";"4153";"122";"7.23";"5.78";"0.1";"0.02";"5.8";"1";"1"
"3498";"117011";"112";"112";"5";"4068";"122";"7.16";"5.73";"0.1";"0.02";"5.75";"1";"1"
"3499";"118094";"112";"112";"5";"4218";"122";"3.13";"2.5";"0.1";"0.02";"2.52";"1";"1"
"3500";"117675";"112";"112";"5";"4153";"121";"6.51";"5.21";"0.01";"0";"5.21";"1";"1"
"3501";"121610";"112";"112";"5";"4142";"222";"8.1";"6.48";"0.01";"0";"6.48";"1";"1"
"3502";"121428";"112";"112";"5";"4071";"222";"7.22";"5.78";"0.01";"0";"5.78";"1";"1"
"3503";"121688";"112";"112";"5";"4168";"222";"6.64";"5.31";"0.01";"0";"5.31";"1";"1"
"3504";"121431";"112";"112";"5";"4071";"226";"5.52";"4.42";"0.01";"0";"4.42";"1";"1"
"3505";"121691";"112";"112";"5";"4168";"226";"5.62";"4.5";"0.01";"0";"4.5";"1";"1"
"3506";"104751";"107";"107";"4";"4213";"227";"7.52";"6.02";"0";"0";"6.02";"1";"1"
"3507";"119145";"112";"112";"5";"4365";"231";"5.81";"4.65";"0";"0";"4.65";"1";"1"
"3508";"119417";"112";"112";"5";"4411";"231";"6.78";"5.42";"0";"0";"5.42";"1";"1"
"3509";"119485";"112";"112";"5";"4421";"231";"7.93";"6.34";"0";"0";"6.34";"1";"1"
"3510";"119757";"112";"112";"5";"4464";"231";"8.38";"6.7";"0";"0";"6.7";"1";"1"
"3511";"117366";"112";"112";"5";"4103";"228";"7.06";"5.65";"0.01";"0";"5.65";"1";"1"
"3512";"117898";"112";"112";"5";"4187";"228";"7.26";"5.81";"0.01";"0";"5.81";"1";"1"
"3513";"117195";"112";"112";"5";"4085";"228";"6.17";"4.94";"0.01";"0";"4.94";"1";"1"
"3514";"121559";"112";"112";"5";"4128";"223";"7.92";"6.34";"0";"0";"6.34";"1";"1"
"3515";"121689";"112";"112";"5";"4168";"223";"7.56";"6.05";"0.01";"0";"6.05";"1";"1"
"3516";"118654";"112";"112";"5";"4291";"136";"8.68";"6.94";"0.01";"0";"6.94";"1";"1"
"3517";"119589";"112";"112";"5";"4438";"136";"5.43";"4.34";"0";"0";"4.34";"1";"1"
"3518";"105748";"107";"107";"4";"4323";"143";"4.93";"3.94";"0.01";"0";"3.94";"1";"1"
"3519";"105748";"107";"107";"4";"4323";"143";"4.93";"3.94";"0.01";"0";"3.94";"1";"1"
"3520";"107249";"107";"107";"4";"4460";"143";"5.17";"4.14";"0.01";"0";"4.14";"1";"1"
"3521";"110072";"112";"112";"5";"2699";"17";"8.66";"6.93";"0.01";"0";"6.93";"1";"1"
"3522";"110085";"112";"112";"5";"2700";"17";"7.74";"6.19";"0.01";"0";"6.19";"1";"1"
"3523";"110254";"112";"112";"5";"2713";"17";"8.5";"6.8";"0.01";"0";"6.8";"1";"1"
"3524";"110293";"112";"112";"5";"2716";"17";"8.57";"6.86";"0.01";"0";"6.86";"1";"1"
"3525";"110073";"112";"112";"5";"2699";"18";"9.24";"7.39";"0.01";"0";"7.39";"1";"1"
"3526";"110086";"112";"112";"5";"2700";"18";"7.7";"6.16";"0.01";"0";"6.16";"1";"1"
"3527";"110255";"112";"112";"5";"2713";"18";"8.77";"7.02";"0.01";"0";"7.02";"1";"1"
"3528";"110294";"112";"112";"5";"2716";"18";"8.69";"6.95";"0.01";"0";"6.95";"1";"1"
"3529";"110074";"112";"112";"5";"2699";"19";"8.76";"7.01";"0.01";"0";"7.01";"1";"1"
"3530";"110087";"112";"112";"5";"2700";"19";"7.89";"6.31";"0.01";"0";"6.31";"1";"1"
"3531";"110256";"112";"112";"5";"2713";"19";"8.84";"7.07";"0.01";"0";"7.07";"1";"1"
"3532";"110295";"112";"112";"5";"2716";"19";"8.67";"6.94";"0.01";"0";"6.94";"1";"1"
"3533";"110075";"112";"112";"5";"2699";"20";"8.86";"7.09";"0.01";"0";"7.09";"1";"1"
"3534";"110088";"112";"112";"5";"2700";"20";"7.79";"6.23";"0.01";"0";"6.23";"1";"1"
"3535";"110257";"112";"112";"5";"2713";"20";"8.35";"6.68";"0.01";"0";"6.68";"1";"1"
"3536";"110296";"112";"112";"5";"2716";"20";"8.5";"6.8";"0.01";"0";"6.8";"1";"1"
"3537";"110076";"112";"112";"5";"2699";"21";"9.14";"7.31";"0.01";"0";"7.31";"1";"1"
"3538";"110089";"112";"112";"5";"2700";"21";"7.85";"6.28";"0.01";"0";"6.28";"1";"1"
"3539";"110232";"112";"112";"5";"2711";"21";"8.91";"7.13";"0.01";"0";"7.13";"1";"1"
"3540";"110258";"112";"112";"5";"2713";"21";"8.75";"7";"0.01";"0";"7";"1";"1"
"3541";"110297";"112";"112";"5";"2716";"21";"8.41";"6.73";"0.01";"0";"6.73";"1";"1"
"3542";"110024";"112";"112";"5";"2695";"21";"8.9";"7.12";"0.01";"0";"7.12";"1";"1"
"3543";"110921";"112";"112";"5";"2829";"31";"7.4";"5.92";"0.01";"0";"5.92";"1";"1"
"3544";"97483";"107";"107";"4";"3350";"5";"0";"0";"0";"0";"0";"1";"1"
"3545";"97561";"107";"107";"4";"3357";"5";"0";"0";"0";"0";"0";"1";"1"
"3546";"97600";"107";"107";"4";"3360";"5";"0";"0";"0";"0";"0";"1";"1"
"3547";"97639";"107";"107";"4";"3363";"5";"0";"0";"0";"0";"0";"1";"1"
"3548";"97665";"107";"107";"4";"3366";"5";"0";"0";"0";"0";"0";"1";"1"
"3549";"97769";"107";"107";"4";"3375";"5";"0";"0";"0";"0";"0";"1";"1"
"3550";"97886";"107";"107";"4";"3384";"5";"0";"0";"0";"0";"0";"1";"1"
"3551";"97912";"107";"107";"4";"3386";"5";"0";"0";"0";"0";"0";"1";"1"
"3552";"97951";"107";"107";"4";"3390";"5";"0";"0";"0";"0";"0";"1";"1"
"3553";"97977";"107";"107";"4";"3392";"5";"0";"0";"0";"0";"0";"1";"1"
"3554";"97990";"107";"107";"4";"3393";"5";"0";"0";"0";"0";"0";"1";"1"
"3555";"98016";"107";"107";"4";"3396";"5";"0";"0";"0";"0";"0";"1";"1"
"3556";"98029";"107";"107";"4";"3397";"5";"0";"0";"0";"0";"0";"1";"1"
"3557";"98185";"107";"107";"4";"3411";"5";"0";"0";"0";"0";"0";"1";"1"
"3558";"98419";"107";"107";"4";"3458";"5";"0";"0";"0";"0";"0";"1";"1"
"3559";"98471";"107";"107";"4";"3464";"5";"0";"0";"0";"0";"0";"1";"1"
"3560";"98562";"107";"107";"4";"3484";"5";"0";"0";"0";"0";"0";"1";"1"
"3561";"98575";"107";"107";"4";"3488";"5";"0";"0";"0";"0";"0";"1";"1"
"3562";"98640";"107";"107";"4";"3494";"5";"0";"0";"0";"0";"0";"1";"1"
"3563";"98731";"107";"107";"4";"3505";"5";"0";"0";"0";"0";"0";"1";"1"
"3564";"98757";"107";"107";"4";"3509";"5";"0";"0";"0";"0";"0";"1";"1"
"3565";"98770";"107";"107";"4";"3510";"5";"0";"0";"0";"0";"0";"1";"1"
"3566";"98796";"107";"107";"4";"3514";"5";"0";"0";"0";"0";"0";"1";"1"
"3567";"98835";"107";"107";"4";"3523";"5";"0";"0";"0";"0";"0";"1";"1"
"3568";"98874";"107";"107";"4";"3527";"5";"0";"0";"0";"0";"0";"1";"1"
"3569";"98952";"107";"107";"4";"3537";"5";"0";"0";"0";"0";"0";"1";"1"
"3570";"98965";"107";"107";"4";"3539";"5";"0";"0";"0";"0";"0";"1";"1"
"3571";"98991";"107";"107";"4";"3543";"5";"0";"0";"0";"0";"0";"1";"1"
"3572";"99043";"107";"107";"4";"3547";"5";"0";"0";"0";"0";"0";"1";"1"
"3573";"99082";"107";"107";"4";"3552";"5";"0";"0";"0";"0";"0";"1";"1"
"3574";"99095";"107";"107";"4";"3556";"5";"0";"0";"0";"0";"0";"1";"1"
"3575";"99108";"107";"107";"4";"3558";"5";"0";"0";"0";"0";"0";"1";"1"
"3576";"99212";"107";"107";"4";"3573";"5";"0";"0";"0";"0";"0";"1";"1"
"3577";"99225";"107";"107";"4";"3574";"5";"0";"0";"0";"0";"0";"1";"1"
"3578";"97522";"107";"107";"4";"3354";"5";"0";"0";"0";"0";"0";"1";"1"
"3579";"97587";"107";"107";"4";"3359";"5";"0";"0";"0";"0";"0";"1";"1"
"3580";"97626";"107";"107";"4";"3362";"5";"0";"0";"0";"0";"0";"1";"1"
"3581";"97652";"107";"107";"4";"3365";"5";"0";"0";"0";"0";"0";"1";"1"
"3582";"97678";"107";"107";"4";"3367";"5";"0";"0";"0";"0";"0";"1";"1"
"3583";"97730";"107";"107";"4";"3372";"5";"0";"0";"0";"0";"0";"1";"1"
"3584";"97756";"107";"107";"4";"3374";"5";"0";"0";"0";"0";"0";"1";"1"
"3585";"97808";"107";"107";"4";"3378";"5";"0";"0";"0";"0";"0";"1";"1"
"3586";"97821";"107";"107";"4";"3379";"5";"0";"0";"0";"0";"0";"1";"1"
"3587";"97873";"107";"107";"4";"3383";"5";"0";"0";"0";"0";"0";"1";"1"
"3588";"97899";"107";"107";"4";"3385";"5";"0";"0";"0";"0";"0";"1";"1"
"3589";"97964";"107";"107";"4";"3391";"5";"0";"0";"0";"0";"0";"1";"1"
"3590";"98003";"107";"107";"4";"3395";"5";"0";"0";"0";"0";"0";"1";"1"
"3591";"98120";"107";"107";"4";"3405";"5";"0";"0";"0";"0";"0";"1";"1"
"3592";"98159";"107";"107";"4";"3408";"5";"0";"0";"0";"0";"0";"1";"1"
"3593";"98250";"107";"107";"4";"3416";"5";"0";"0";"0";"0";"0";"1";"1"
"3594";"98263";"107";"107";"4";"3417";"5";"0";"0";"0";"0";"0";"1";"1"
"3595";"98302";"107";"107";"4";"3421";"5";"0";"0";"0";"0";"0";"1";"1"
"3596";"98341";"107";"107";"4";"3447";"5";"0";"0";"0";"0";"0";"1";"1"
"3597";"98380";"107";"107";"4";"3451";"5";"0";"0";"0";"0";"0";"1";"1"
"3598";"98458";"107";"107";"4";"3462";"5";"0";"0";"0";"0";"0";"1";"1"
"3599";"98497";"107";"107";"4";"3470";"5";"0";"0";"0";"0";"0";"1";"1"
"3600";"98523";"107";"107";"4";"3476";"5";"0";"0";"0";"0";"0";"1";"1"
"3601";"98549";"107";"107";"4";"3483";"5";"0";"0";"0";"0";"0";"1";"1"
"3602";"98653";"107";"107";"4";"3495";"5";"0";"0";"0";"0";"0";"1";"1"
"3603";"98666";"107";"107";"4";"3496";"5";"0";"0";"0";"0";"0";"1";"1"
"3604";"98718";"107";"107";"4";"3503";"5";"0";"0";"0";"0";"0";"1";"1"
"3605";"98744";"107";"107";"4";"3507";"5";"0";"0";"0";"0";"0";"1";"1"
"3606";"98783";"107";"107";"4";"3512";"5";"0";"0";"0";"0";"0";"1";"1"
"3607";"98848";"107";"107";"4";"3524";"5";"0";"0";"0";"0";"0";"1";"1"
"3608";"98887";"107";"107";"4";"3528";"5";"0";"0";"0";"0";"0";"1";"1"
"3609";"98978";"107";"107";"4";"3541";"5";"0";"0";"0";"0";"0";"1";"1"
"3610";"99004";"107";"107";"4";"3544";"5";"0";"0";"0";"0";"0";"1";"1"
"3611";"99121";"107";"107";"4";"3559";"5";"0";"0";"0";"0";"0";"1";"1"
"3612";"99160";"107";"107";"4";"3562";"5";"0";"0";"0";"0";"0";"1";"1"
"3613";"97509";"107";"107";"4";"3353";"5";"0";"0";"0";"0";"0";"1";"1"
"3614";"97535";"107";"107";"4";"3355";"5";"0";"0";"0";"0";"0";"1";"1"
"3615";"97548";"107";"107";"4";"3356";"5";"0";"0";"0";"0";"0";"1";"1"
"3616";"97691";"107";"107";"4";"3368";"5";"0";"0";"0";"0";"0";"1";"1"
"3617";"97704";"107";"107";"4";"3369";"5";"0";"0";"0";"0";"0";"1";"1"
"3618";"97743";"107";"107";"4";"3373";"5";"0";"0";"0";"0";"0";"1";"1"
"3619";"97834";"107";"107";"4";"3380";"5";"0";"0";"0";"0";"0";"1";"1"
"3620";"97847";"107";"107";"4";"3381";"5";"0";"0";"0";"0";"0";"1";"1"
"3621";"97938";"107";"107";"4";"3388";"5";"0";"0";"0";"0";"0";"1";"1"
"3622";"98055";"107";"107";"4";"3399";"5";"0";"0";"0";"0";"0";"1";"1"
"3623";"98068";"107";"107";"4";"3400";"5";"0";"0";"0";"0";"0";"1";"1"
"3624";"98107";"107";"107";"4";"3404";"5";"0";"0";"0";"0";"0";"1";"1"
"3625";"98133";"107";"107";"4";"3406";"5";"0";"0";"0";"0";"0";"1";"1"
"3626";"98198";"107";"107";"4";"3412";"5";"0";"0";"0";"0";"0";"1";"1"
"3627";"98211";"107";"107";"4";"3413";"5";"0";"0";"0";"0";"0";"1";"1"
"3628";"98224";"107";"107";"4";"3414";"5";"0";"0";"0";"0";"0";"1";"1"
"3629";"98289";"107";"107";"4";"3420";"5";"0";"0";"0";"0";"0";"1";"1"
"3630";"98406";"107";"107";"4";"3457";"5";"0";"0";"0";"0";"0";"1";"1"
"3631";"98432";"107";"107";"4";"3459";"5";"0";"0";"0";"0";"0";"1";"1"
"3632";"98445";"107";"107";"4";"3460";"5";"0";"0";"0";"0";"0";"1";"1"
"3633";"98510";"107";"107";"4";"3472";"5";"0";"0";"0";"0";"0";"1";"1"
"3634";"98536";"107";"107";"4";"3478";"5";"0";"0";"0";"0";"0";"1";"1"
"3635";"98588";"107";"107";"4";"3489";"5";"0";"0";"0";"0";"0";"1";"1"
"3636";"98627";"107";"107";"4";"3493";"5";"0";"0";"0";"0";"0";"1";"1"
"3637";"98692";"107";"107";"4";"3500";"5";"0";"0";"0";"0";"0";"1";"1"
"3638";"98822";"107";"107";"4";"3522";"5";"0";"0";"0";"0";"0";"1";"1"
"3639";"98861";"107";"107";"4";"3525";"5";"0";"0";"0";"0";"0";"1";"1"
"3640";"98913";"107";"107";"4";"3534";"5";"0";"0";"0";"0";"0";"1";"1"
"3641";"99030";"107";"107";"4";"3546";"5";"0";"0";"0";"0";"0";"1";"1"
"3642";"99056";"107";"107";"4";"3548";"5";"0";"0";"0";"0";"0";"1";"1"
"3643";"99069";"107";"107";"4";"3550";"5";"0";"0";"0";"0";"0";"1";"1"
"3644";"99147";"107";"107";"4";"3561";"5";"0";"0";"0";"0";"0";"1";"1"
"3645";"99186";"107";"107";"4";"3569";"5";"0";"0";"0";"0";"0";"1";"1"
"3646";"99199";"107";"107";"4";"3571";"5";"0";"0";"0";"0";"0";"1";"1"
"3647";"97457";"107";"107";"4";"3347";"5";"0";"0";"0";"0";"0";"1";"1"
"3648";"97470";"107";"107";"4";"3348";"5";"0";"0";"0";"0";"0";"1";"1"
"3649";"97496";"107";"107";"4";"3351";"5";"0";"0";"0";"0";"0";"1";"1"
"3650";"97574";"107";"107";"4";"3358";"5";"0";"0";"0";"0";"0";"1";"1"
"3651";"97613";"107";"107";"4";"3361";"5";"0";"0";"0";"0";"0";"1";"1"
"3652";"97717";"107";"107";"4";"3370";"5";"0";"0";"0";"0";"0";"1";"1"
"3653";"97782";"107";"107";"4";"3376";"5";"0";"0";"0";"0";"0";"1";"1"
"3654";"97795";"107";"107";"4";"3377";"5";"0";"0";"0";"0";"0";"1";"1"
"3655";"97860";"107";"107";"4";"3382";"5";"0";"0";"0";"0";"0";"1";"1"
"3656";"97925";"107";"107";"4";"3387";"5";"0";"0";"0";"0";"0";"1";"1"
"3657";"98042";"107";"107";"4";"3398";"5";"0";"0";"0";"0";"0";"1";"1"
"3658";"98081";"107";"107";"4";"3401";"5";"0";"0";"0";"0";"0";"1";"1"
"3659";"98094";"107";"107";"4";"3403";"5";"0";"0";"0";"0";"0";"1";"1"
"3660";"98146";"107";"107";"4";"3407";"5";"0";"0";"0";"0";"0";"1";"1"
"3661";"98172";"107";"107";"4";"3410";"5";"0";"0";"0";"0";"0";"1";"1"
"3662";"98237";"107";"107";"4";"3415";"5";"0";"0";"0";"0";"0";"1";"1"
"3663";"98276";"107";"107";"4";"3418";"5";"0";"0";"0";"0";"0";"1";"1"
"3664";"98315";"107";"107";"4";"3443";"5";"0";"0";"0";"0";"0";"1";"1"
"3665";"98328";"107";"107";"4";"3445";"5";"0";"0";"0";"0";"0";"1";"1"
"3666";"98354";"107";"107";"4";"3449";"5";"0";"0";"0";"0";"0";"1";"1"
"3667";"98367";"107";"107";"4";"3450";"5";"0";"0";"0";"0";"0";"1";"1"
"3668";"98393";"107";"107";"4";"3452";"5";"0";"0";"0";"0";"0";"1";"1"
"3669";"98484";"107";"107";"4";"3466";"5";"0";"0";"0";"0";"0";"1";"1"
"3670";"98601";"107";"107";"4";"3490";"5";"0";"0";"0";"0";"0";"1";"1"
"3671";"98614";"107";"107";"4";"3492";"5";"0";"0";"0";"0";"0";"1";"1"
"3672";"98679";"107";"107";"4";"3499";"5";"0";"0";"0";"0";"0";"1";"1"
"3673";"98705";"107";"107";"4";"3501";"5";"0";"0";"0";"0";"0";"1";"1"
"3674";"98809";"107";"107";"4";"3517";"5";"0";"0";"0";"0";"0";"1";"1"
"3675";"98900";"107";"107";"4";"3532";"5";"0";"0";"0";"0";"0";"1";"1"
"3676";"98926";"107";"107";"4";"3535";"5";"0";"0";"0";"0";"0";"1";"1"
"3677";"98939";"107";"107";"4";"3536";"5";"0";"0";"0";"0";"0";"1";"1"
"3678";"99017";"107";"107";"4";"3545";"5";"0";"0";"0";"0";"0";"1";"1"
"3679";"99134";"107";"107";"4";"3560";"5";"0";"0";"0";"0";"0";"1";"1"
"3680";"99173";"107";"107";"4";"3568";"5";"0";"0";"0";"0";"0";"1";"1"
"3681";"99350";"107";"107";"4";"3588";"104";"0";"0";"0";"0";"0";"1";"1"
"3682";"99376";"107";"107";"4";"3591";"104";"0";"0";"0";"0";"0";"1";"1"
"3683";"99389";"107";"107";"4";"3592";"104";"0";"0";"0";"0";"0";"1";"1"
"3684";"99402";"107";"107";"4";"3594";"104";"0";"0";"0";"0";"0";"1";"1"
"3685";"99467";"107";"107";"4";"3601";"104";"0";"0";"0";"0";"0";"1";"1"
"3686";"99480";"107";"107";"4";"3602";"104";"0";"0";"0";"0";"0";"1";"1"
"3687";"99571";"107";"107";"4";"3612";"104";"0";"0";"0";"0";"0";"1";"1"
"3688";"99701";"107";"107";"4";"3626";"104";"0";"0";"0";"0";"0";"1";"1"
"3689";"99753";"107";"107";"4";"3633";"104";"0";"0";"0";"0";"0";"1";"1"
